0	0	0	4.265745e+03
0	0	1	4.267132e+03
0	1	0	4.266590e+03
0	1	1	4.266472e+03
0	2	0	4.265762e+03
0	2	1	4.265759e+03
0	3	0	4.265234e+03
0	3	1	4.265234e+03
0	4	0	4.264786e+03
0	4	1	4.264786e+03
0	5	0	4.264370e+03
0	5	1	4.264370e+03
0	6	0	4.263966e+03
0	6	1	4.263966e+03
0	7	0	4.263569e+03
0	7	1	4.263569e+03
0	8	0	4.263174e+03
0	8	1	4.263174e+03
0	9	0	4.262781e+03
0	9	1	4.262781e+03
0	10	0	4.262388e+03
0	10	1	4.262388e+03
0	11	0	4.261996e+03
0	11	1	4.261996e+03
0	12	0	4.261603e+03
0	12	1	4.261603e+03
0	13	0	4.261211e+03
0	13	1	4.261211e+03
0	14	0	4.260819e+03
0	14	1	4.260819e+03
0	15	0	4.260427e+03
0	15	1	4.260427e+03
0	16	0	4.260034e+03
0	16	1	4.260034e+03
0	17	0	4.259642e+03
0	17	1	4.259642e+03
0	18	0	4.259250e+03
0	18	1	4.259250e+03
0	19	0	4.258858e+03
0	19	1	4.258858e+03
0	20	0	4.258466e+03
0	20	1	4.258466e+03
0	21	0	4.258074e+03
0	21	1	4.258074e+03
0	22	0	4.257682e+03
0	22	1	4.257682e+03
0	23	0	4.257291e+03
0	23	1	4.257291e+03
0	24	0	4.256899e+03
0	24	1	4.256899e+03
0	25	0	4.256507e+03
0	25	1	4.256507e+03
0	26	0	4.256115e+03
0	26	1	4.256115e+03
0	27	0	4.255724e+03
0	27	1	4.255724e+03
0	28	0	4.255332e+03
0	28	1	4.255332e+03
0	29	0	4.254940e+03
0	29	1	4.254940e+03
0	30	0	4.254549e+03
0	30	1	4.254549e+03
0	31	0	4.254157e+03
0	31	1	4.254157e+03
0	32	0	4.253766e+03
0	32	1	4.253766e+03
0	33	0	4.253374e+03
0	33	1	4.253374e+03
0	34	0	4.252983e+03
0	34	1	4.252983e+03
0	35	0	4.252591e+03
0	35	1	4.252591e+03
0	36	0	4.252200e+03
0	36	1	4.252200e+03
0	37	0	4.251809e+03
0	37	1	4.251809e+03
0	38	0	4.251417e+03
0	38	1	4.251417e+03
0	39	0	4.251026e+03
0	39	1	4.251026e+03
0	40	0	4.250635e+03
0	40	1	4.250635e+03
0	41	0	4.250244e+03
0	41	1	4.250244e+03
0	42	0	4.249853e+03
0	42	1	4.249853e+03
0	43	0	4.249461e+03
0	43	1	4.249461e+03
0	44	0	4.249070e+03
0	44	1	4.249070e+03
0	45	0	4.248679e+03
0	45	1	4.248679e+03
0	46	0	4.248288e+03
0	46	1	4.248288e+03
0	47	0	4.247897e+03
0	47	1	4.247897e+03
0	48	0	4.247506e+03
0	48	1	4.247506e+03
0	49	0	4.247116e+03
0	49	1	4.247116e+03
0	50	0	4.246725e+03
0	50	1	4.246725e+03
0	51	0	4.246334e+03
0	51	1	4.246334e+03
0	52	0	4.245943e+03
0	52	1	4.245943e+03
0	53	0	4.245552e+03
0	53	1	4.245552e+03
0	54	0	4.245162e+03
0	54	1	4.245162e+03
0	55	0	4.244771e+03
0	55	1	4.244771e+03
0	56	0	4.244380e+03
0	56	1	4.244380e+03
0	57	0	4.243990e+03
0	57	1	4.243990e+03
0	58	0	4.243599e+03
0	58	1	4.243599e+03
0	59	0	4.243209e+03
0	59	1	4.243209e+03
0	60	0	4.242818e+03
0	60	1	4.242818e+03
0	61	0	4.242428e+03
0	61	1	4.242428e+03
0	62	0	4.242038e+03
0	62	1	4.242038e+03
0	63	0	4.241647e+03
0	63	1	4.241647e+03
0	64	0	4.241257e+03
0	64	1	4.241257e+03
0	65	0	4.240867e+03
0	65	1	4.240867e+03
0	66	0	4.240476e+03
0	66	1	4.240476e+03
0	67	0	4.240086e+03
0	67	1	4.240086e+03
0	68	0	4.239696e+03
0	68	1	4.239696e+03
0	69	0	4.239306e+03
0	69	1	4.239306e+03
0	70	0	4.238916e+03
0	70	1	4.238916e+03
0	71	0	4.238526e+03
0	71	1	4.238526e+03
0	72	0	4.238136e+03
0	72	1	4.238136e+03
0	73	0	4.237746e+03
0	73	1	4.237746e+03
0	74	0	4.237356e+03
0	74	1	4.237356e+03
0	75	0	4.236966e+03
0	75	1	4.236966e+03
0	76	0	4.236576e+03
0	76	1	4.236576e+03
0	77	0	4.236186e+03
0	77	1	4.236186e+03
0	78	0	4.235796e+03
0	78	1	4.235796e+03
0	79	0	4.235407e+03
